DEPARTMENT | OVERDUE
PWE Public Works Engineering | -19.20
PWE Public Works Engineering | -2.78
SWM Solid Waste Management | -3.98
NS Neighborhood Services | -22.23
NS Neighborhood Services | -163.52
PWE Public Works Engineering | -27.20
SWM Solid Waste Management | -9.97
PWE Public Works Engineering | -27.26
PM Parking Management | -5.02
PWE Public Works Engineering | -14.92
PWE Public Works Engineering | -19.01
SWM Solid Waste Management | -2.95
SWM Solid Waste Management | -9.16
SWM Solid Waste Management | -7.97
NS Neighborhood Services | -163.52
PWE Public Works Engineering | -39.23
PWE Public Works Engineering | 5.09
SWM Solid Waste Management | 2.48
NS Neighborhood Services | -163.52
PWE Public Works Engineering | -4.97
PWE Public Works Engineering | -29.96
NS Neighborhood Services | -23.19
PWE Public Works Engineering | -2.01
PWE Public Works Engineering | 0.06
PWE Public Works Engineering | 2.24
PWE Public Works Engineering | -32.96
SWM Solid Waste Management | -0.94
PWE Public Works Engineering | 2.23
PWE Public Works Engineering | 2.47
PWE Public Works Engineering | -33.98
PWE Public Works Engineering | -5.32
NS Neighborhood Services | -163.53
PWE Public Works Engineering | -1.88
PM Parking Management | -13.90
311 HelpLine | -2.83
SWM Solid Waste Management | -9.18
PWE Public Works Engineering | -1.85
PWE Public Works Engineering | -13.17
SWM Solid Waste Management | -10.99
NS Neighborhood Services | -177.28
SWM Solid Waste Management | -28.00
SWM Solid Waste Management | 2.47
NS Neighborhood Services | -177.27
PWE Public Works Engineering | -13.06
SWM Solid Waste Management | -9.18
PWE Public Works Engineering | -2.38
NS Neighborhood Services | -163.53
PWE Public Works Engineering | 2.47
PWE Public Works Engineering | 2.23
PWE Public Works Engineering | 6.72
PWE Public Works Engineering | -8.15
NS Neighborhood Services | -17.23
PWE Public Works Engineering | -8.01
NS Neighborhood Services | -22.22
NS Neighborhood Services | -22.23
PWE Public Works Engineering | -8.15
NS Neighborhood Services | -22.94
PWE Public Works Engineering | 3.00
PWE Public Works Engineering | -38.13
SWM Solid Waste Management | 6.46
PWE Public Works Engineering | -14.78
SWM Solid Waste Management | -30.00
PWE Public Works Engineering | -33.35
NS Neighborhood Services | -170.99
SWM Solid Waste Management | 2.46
SWM Solid Waste Management | -9.18
PWE Public Works Engineering | -14.74
PWE Public Works Engineering | -13.21
PWE Public Works Engineering | -14.78
311 HelpLine | -2.83
PWE Public Works Engineering | -14.78
NS Neighborhood Services | -23.28
PWE Public Works Engineering | 2.52
PWE Public Works Engineering | -19.99
NS Neighborhood Services | -23.28
SWM Solid Waste Management | -9.07
PWE Public Works Engineering | -34.34
PWE Public Works Engineering | -14.79
PWE Public Works Engineering | -6.06
PWE Public Works Engineering | -33.15
NS Neighborhood Services | -21.10
SWM Solid Waste Management | -5.10
SWM Solid Waste Management | -6.19
SWM Solid Waste Management | -29.06
PWE Public Works Engineering | -2.87
SWM Solid Waste Management | -8.00
PWE Public Works Engineering | -14.75
PWE Public Works Engineering | 2.21
SWM Solid Waste Management | -4.91
PWE Public Works Engineering | -34.17
PWE Public Works Engineering | -24.01
NS Neighborhood Services | -163.55
PWE Public Works Engineering | -14.78
NS Neighborhood Services | -13.55
SWM Solid Waste Management | -7.00
PWE Public Works Engineering | -6.75
SWM Solid Waste Management | -9.20
PWE Public Works Engineering | -13.17
NS Neighborhood Services | -13.56
SWM Solid Waste Management | -3.29
SWM Solid Waste Management | -14.56
PWE Public Works Engineering | -14.76
PWE Public Works Engineering | -173.99
PWE Public Works Engineering | -14.76
PWE Public Works Engineering | -39.26
NS Neighborhood Services | -163.56
PWE Public Works Engineering | -1.21
SWM Solid Waste Management | -9.08
SWM Solid Waste Management | -3.00
PWE Public Works Engineering | -14.91
SWM Solid Waste Management | -9.13
PWE Public Works Engineering | -14.32
PWE Public Works Engineering | -7.21
SWM Solid Waste Management | 2.44
SWM Solid Waste Management | -9.21
PWE Public Works Engineering | 1.61
PWE Public Works Engineering | -14.76
PWE Public Works Engineering | -37.99
PWE Public Works Engineering | -0.25
SWM Solid Waste Management | -3.05
SWM Solid Waste Management | -8.29
PWE Public Works Engineering | -29.28
NS Neighborhood Services | -179.98
PWE Public Works Engineering | -28.27
PWE Public Works Engineering | -39.79
NS Neighborhood Services | -13.57
SWM Solid Waste Management | -0.26
NS Neighborhood Services | -163.57
SWM Solid Waste Management | 2.02
PWE Public Works Engineering | -14.77
PWE Public Works Engineering | -14.77
PWE Public Works Engineering | -14.81
SWM Solid Waste Management | 2.43
NS Neighborhood Services | -163.57
PWE Public Works Engineering | -33.15
PWE Public Works Engineering | -15.25
SWM Solid Waste Management | -6.22
PWE Public Works Engineering | -13.95
PWE Public Works Engineering | 2.42
PWE Public Works Engineering | 0.02
SWM Solid Waste Management | -0.97
PWE Public Works Engineering | -13.33
NS Neighborhood Services | -165.04
PWE Public Works Engineering | -2.91
PWE Public Works Engineering | -2.62
NS Neighborhood Services | -163.58
SWM Solid Waste Management | -1.91
PWE Public Works Engineering | -22.82
PWE Public Works Engineering | -37.12
PWE Public Works Engineering | -14.81
NS Neighborhood Services | -163.58
NS Neighborhood Services | -163.58
SWM Solid Waste Management | 2.42
PWE Public Works Engineering | -6.20
PWE Public Works Engineering | -2.96
PWE Public Works Engineering | -6.53
NS Neighborhood Services | -163.58
NS Neighborhood Services | -163.58
SWM Solid Waste Management | 1.97
PWE Public Works Engineering | -20.22
SWM Solid Waste Management | 4.72
SWM Solid Waste Management | 6.84
NS Neighborhood Services | -163.59
PWE Public Works Engineering | -11.33
PWE Public Works Engineering | -12.97
PWE Public Works Engineering | -12.18
PWE Public Works Engineering | -1.93
PWE Public Works Engineering | -39.30
SWM Solid Waste Management | 2.82
PWE Public Works Engineering | -1.91
PM Parking Management | -13.97
SWM Solid Waste Management | -10.00
PWE Public Works Engineering | -177.14
PWE Public Works Engineering | -29.96
SWM Solid Waste Management | -3.08
PWE Public Works Engineering | -29.82
PWE Public Works Engineering | -14.82
SWM Solid Waste Management | -9.16
SWM Solid Waste Management | -29.40
PWE Public Works Engineering | -13.04
PWE Public Works Engineering | -26.13
PWE Public Works Engineering | 2.40
SWM Solid Waste Management | -8.11
SWM Solid Waste Management | -3.08
SWM Solid Waste Management | -4.03
311 HelpLine | -2.88
SWM Solid Waste Management | -3.09
NS Neighborhood Services | -163.60
PWE Public Works Engineering | -13.20
SWM Solid Waste Management | -3.04
PWE Public Works Engineering | 2.16
PWE Public Works Engineering | -0.26
SWM Solid Waste Management | -7.05
PWE Public Works Engineering | -2.34
PWE Public Works Engineering | -34.26
PWE Public Works Engineering | -1.25
SWM Solid Waste Management | -9.17
PWE Public Works Engineering | -1.12
NS Neighborhood Services | -163.60
OIG Office of Inspector General | -0.31
PWE Public Works Engineering | -1.85
PWE Public Works Engineering | -29.83
NS Neighborhood Services | -164.07
PWE Public Works Engineering | -2.89
SWM Solid Waste Management | -9.24
SWM Solid Waste Management | -6.25
PWE Public Works Engineering | -39.24
PWE Public Works Engineering | -14.81
PWE Public Works Engineering | -1.99
PWE Public Works Engineering | -14.97
PWE Public Works Engineering | -14.97
SWM Solid Waste Management | -3.10
SWM Solid Waste Management | -6.08
PWE Public Works Engineering | -14.85
PWE Public Works Engineering | -0.24
PM Parking Management | -8.27
SWM Solid Waste Management | -3.05
PWE Public Works Engineering | -11.15
NS Neighborhood Services | -163.61
SWM Solid Waste Management | 6.39
SWM Solid Waste Management | -1.05
PWE Public Works Engineering | -28.45
NS Neighborhood Services | -178.22
SWM Solid Waste Management | -3.35
PWE Public Works Engineering | -31.37
SWM Solid Waste Management | -5.03
PWE Public Works Engineering | 2.92
PWE Public Works Engineering | -29.02
PWE Public Works Engineering | -8.25
NS Neighborhood Services | -163.62
PWE Public Works Engineering | -14.25
PWE Public Works Engineering | -39.08
PWE Public Works Engineering | -20.04
PWE Public Works Engineering | -26.38
PWE Public Works Engineering | -8.31
SWM Solid Waste Management | 2.38
PWE Public Works Engineering | -39.16
PWE Public Works Engineering | -29.74
Finance | -73.62
PWE Public Works Engineering | -43.62
PWE Public Works Engineering | -6.30
PWE Public Works Engineering | -1.94
NS Neighborhood Services | -172.27
SWM Solid Waste Management | -3.43
PWE Public Works Engineering | -14.87
PWE Public Works Engineering | -177.18
NS Neighborhood Services | -163.63
311 HelpLine | -2.91
311 HelpLine | -2.90
PR Parks and Recreation | -8.15
PWE Public Works Engineering | -29.94
SWM Solid Waste Management | -3.12
PWE Public Works Engineering | -9.09
PWE Public Works Engineering | -14.85
SWM Solid Waste Management | -9.16
PWE Public Works Engineering | -24.39
PWE Public Works Engineering | -14.88
PWE Public Works Engineering | -39.17
SWM Solid Waste Management | 1.81
SWM Solid Waste Management | -3.08
SWM Solid Waste Management | -1.98
PWE Public Works Engineering | -33.38
PWE Public Works Engineering | -1.17
SWM Solid Waste Management | -9.17
PWE Public Works Engineering | -59.29
PWE Public Works Engineering | -33.24
PWE Public Works Engineering | -29.33
PWE Public Works Engineering | -25.39
PR Parks and Recreation | -177.23
PWE Public Works Engineering | -43.64
PWE Public Works Engineering | -13.18
SWM Solid Waste Management | -3.18
PR Parks and Recreation | -163.64
311 HelpLine | -2.52
PWE Public Works Engineering | 1.85
PWE Public Works Engineering | -0.29
PWE Public Works Engineering | -6.58
SWM Solid Waste Management | -9.19
NS Neighborhood Services | -166.09
PWE Public Works Engineering | -13.17
PWE Public Works Engineering | -10.04
NS Neighborhood Services | -163.66
PWE Public Works Engineering | -10.15
PWE Public Works Engineering | -20.29
311 HelpLine | -4.39
PWE Public Works Engineering | -2.94
SWM Solid Waste Management | -2.39
SWM Solid Waste Management | -3.09
SWM Solid Waste Management | -3.07
SWM Solid Waste Management | -3.19
PR Parks and Recreation | -163.67
PWE Public Works Engineering | -13.17
SWM Solid Waste Management | -5.14
SWM Solid Waste Management | -3.11
NS Neighborhood Services | -163.68
SWM Solid Waste Management | -3.21
PWE Public Works Engineering | -2.76
NS Neighborhood Services | -163.68
311 HelpLine | -2.93
PR Parks and Recreation | -172.34
SWM Solid Waste Management | -7.13
PWE Public Works Engineering | -29.91
PWE Public Works Engineering | -39.22
PWE Public Works Engineering | -6.46
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -3.00
311 HelpLine | -2.90
PWE Public Works Engineering | -34.49
SWM Solid Waste Management | -9.34
PWE Public Works Engineering | -13.06
SWM Solid Waste Management | -3.18
PWE Public Works Engineering | -39.93
SWM Solid Waste Management | -3.22
SWM Solid Waste Management | -9.22
PWE Public Works Engineering | -1.18
PWE Public Works Engineering | -8.32
NS Neighborhood Services | -163.69
PWE Public Works Engineering | -31.00
PWE Public Works Engineering | -0.33
SWM Solid Waste Management | -3.55
SWM Solid Waste Management | 4.60
PWE Public Works Engineering | 2.06
PWE Public Works Engineering | 2.06
PWE Public Works Engineering | -2.97
PWE Public Works Engineering | -2.95
PWE Public Works Engineering | -14.11
PWE Public Works Engineering | -13.99
PWE Public Works Engineering | -2.98
SWM Solid Waste Management | -9.24
SWM Solid Waste Management | -3.29
PWE Public Works Engineering | -3.00
SWM Solid Waste Management | -3.29
PWE Public Works Engineering | -14.92
PR Parks and Recreation | -170.37
NS Neighborhood Services | -163.72
PWE Public Works Engineering | -2.99
SWM Solid Waste Management | -24.13
PWE Public Works Engineering | -2.95
PWE Public Works Engineering | -33.47
SWM Solid Waste Management | -3.22
SWM Solid Waste Management | 2.27
PWE Public Works Engineering | -14.98
Finance | -73.74
PWE Public Works Engineering | -14.49
PWE Public Works Engineering | -14.36
SWM Solid Waste Management | -3.23
PWE Public Works Engineering | -12.94
PWE Public Works Engineering | -180.00
PWE Public Works Engineering | -39.38
311 HelpLine | -2.99
PWE Public Works Engineering | -29.94
NS Neighborhood Services | -171.17
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | 2.00
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -1.41
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -2.01
SWM Solid Waste Management | -3.21
PWE Public Works Engineering | -0.26
PWE Public Works Engineering | -43.77
PWE Public Works Engineering | -29.35
NS Neighborhood Services | -163.78
PWE Public Works Engineering | -0.56
PWE Public Works Engineering | -34.26
PWE Public Works Engineering | -2.73
PWE Public Works Engineering | -36.36
PWE Public Works Engineering | -13.79
PWE Public Works Engineering | -29.35
PWE Public Works Engineering | -8.79
311 HelpLine | -2.69
PWE Public Works Engineering | -13.49
PWE Public Works Engineering | 1.02
SWM Solid Waste Management | -3.28
311 HelpLine | -2.71
SWM Solid Waste Management | 2.16
PWE Public Works Engineering | -0.43
PWE Public Works Engineering | -2.98
Finance | -73.85
PWE Public Works Engineering | -22.64
SWM Solid Waste Management | -8.33
PR Parks and Recreation | -18.67
SWM Solid Waste Management | -4.30
SWM Solid Waste Management | -1.31
PWE Public Works Engineering | -20.47
PWE Public Works Engineering | -19.52
SWM Solid Waste Management | -3.35
PWE Public Works Engineering | -8.54
SWM Solid Waste Management | -6.44
NS Neighborhood Services | -180.00
NS Neighborhood Services | -163.93
PWE Public Works Engineering | -2.94
PWE Public Works Engineering | -3.93
NS Neighborhood Services | -163.94
SWM Solid Waste Management | -7.41
PWE Public Works Engineering | -19.74
PWE Public Works Engineering | 2.60
PWE Public Works Engineering | 2.59
PWE Public Works Engineering | 2.60
PWE Public Works Engineering | 2.60
PWE Public Works Engineering | 2.60
PWE Public Works Engineering | 2.60
PWE Public Works Engineering | -1.62
PWE Public Works Engineering | -1.61
PWE Public Works Engineering | -1.61
PWE Public Works Engineering | -1.61
PWE Public Works Engineering | -7.00
PWE Public Works Engineering | -1.62
PWE Public Works Engineering | -5.42
PWE Public Works Engineering | -5.42
PWE Public Works Engineering | -5.42
PWE Public Works Engineering | -5.42
PWE Public Works Engineering | -5.65
PWE Public Works Engineering | -5.42
PWE Public Works Engineering | -5.42
PWE Public Works Engineering | -1.63
PWE Public Works Engineering | -1.63
PWE Public Works Engineering | -1.64
NS Neighborhood Services | -163.98
